url_path,views_total,views_unique
/ing-gom/sts2-mod-translator,140,106
/ing-gom/sts2-mod-translator/blob/main/README.md,10,9
/ing-gom/sts2-mod-translator/tree/main/docs,6,5
/ing-gom/sts2-mod-translator/releases/tag/v1.17.0,5,5
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode,5,5
/ing-gom/sts2-mod-translator/tree/b4bdf2d55cb8817ad0fe7c9c491ac88de23af997,5,1
/ing-gom/sts2-mod-translator/blob/main/Sts2ModTranslator.csproj,4,4
/ing-gom/sts2-mod-translator/releases,4,4
/ing-gom/sts2-mod-translator/tree/main/testdata/Sts2GateTest_Translations,4,4
/ing-gom/sts2-mod-translator/tree/main/testdata/Sts2GateTest_Translations/translations/SoloGateTarget/kor,3,3
