url_path,views_total,views_unique
/ing-gom/sts2-mod-translator,56,38
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode,12,5
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode/Core,7,3
/ing-gom/sts2-mod-translator/tree/main/docs,6,3
/ing-gom/sts2-mod-translator/tree/main,4,3
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode/Ui,4,3
/ing-gom/sts2-mod-translator/blob/main/Sts2ModTranslatorCode/Core/AutoTranslator.cs,4,1
/ing-gom/sts2-mod-translator/releases/tag/v1.6.0,3,2
/ing-gom/sts2-mod-translator/blob/main/Sts2ModTranslatorCode/MainFile.cs,3,1
/ing-gom/sts2-mod-translator/blob/main/Sts2PathDiscovery.props,2,2
