url_path,views_total,views_unique
/ing-gom/sts2-mod-translator,72,56
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode,8,6
/ing-gom/sts2-mod-translator/releases,4,2
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode/Core,3,3
/ing-gom/sts2-mod-translator/releases/tag/v1.13.0,3,2
/ing-gom/sts2-mod-translator/releases/tag/v1.8.0,3,2
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode/Patches,2,2
/ing-gom/sts2-mod-translator/blob/main/Directory.Build.props,1,1
/ing-gom/sts2-mod-translator/blob/main/Sts2ModTranslatorCode/Core/AutoTranslator.cs,1,1
/ing-gom/sts2-mod-translator/blob/main/ai_skill.md,1,1
