url_path,views_total,views_unique
/ing-gom/sts2-mod-translator,91,52
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode,12,5
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode/Core,8,4
/ing-gom/sts2-mod-translator/tree/main/docs,6,3
/ing-gom/sts2-mod-translator/tree/main,5,4
/ing-gom/sts2-mod-translator/releases/tag/v1.6.0,5,3
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode/Ui,4,3
/ing-gom/sts2-mod-translator/blob/main/Sts2ModTranslatorCode/Core/AutoTranslator.cs,4,1
/ing-gom/sts2-mod-translator/blob/main/README.md,3,3
/ing-gom/sts2-mod-translator/commit/0e5e925785eb5ab6cd2d1c76e0a30404375882b6,3,3
