time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-01 00:00:00+00:00,9,6,14,8
2026-07-02 00:00:00+00:00,19,14,2,2
2026-07-03 00:00:00+00:00,2,2,61,7
2026-07-04 00:00:00+00:00,1,1,12,6
2026-07-05 00:00:00+00:00,0,0,10,4
2026-07-06 00:00:00+00:00,6,6,11,5
2026-07-07 00:00:00+00:00,11,7,4,3
2026-07-08 00:00:00+00:00,3,3,5,2
2026-07-09 00:00:00+00:00,0,0,8,5
2026-07-10 00:00:00+00:00,2,2,0,0
2026-07-11 00:00:00+00:00,3,2,6,2
2026-07-12 00:00:00+00:00,5,5,7,4
2026-07-13 00:00:00+00:00,2,2,5,3
2026-07-14 00:00:00+00:00,2,2,0,0
