url_path,views_total,views_unique
/ing-gom/sts2-mod-translator,110,76
/ing-gom/sts2-mod-translator/releases,25,6
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode,11,8
/ing-gom/sts2-mod-translator/releases/tag/v1.17.0,10,7
/ing-gom/sts2-mod-translator/blob/main/README.md,8,6
/ing-gom/sts2-mod-translator/tree/main/docs,4,4
/ing-gom/sts2-mod-translator/tree/main,3,3
/ing-gom/sts2-mod-translator/issues,2,2
/ing-gom/sts2-mod-translator/tree/claude/black-souls-mod-translation-ivkfo6,2,2
/ing-gom/sts2-mod-translator/tree/main/Sts2ModTranslatorCode/Core,2,2
