url_path,views_total,views_unique
/ing-gom/sts2-undo-mod,40,25
/ing-gom/sts2-undo-mod/releases,8,5
/ing-gom/sts2-undo-mod/issues/2,8,2
/ing-gom/sts2-undo-mod/releases/tag/v0.0.10,5,5
/ing-gom/sts2-undo-mod/issues,5,4
/ing-gom/sts2-undo-mod/blob/main/README.ko.md,3,2
/ing-gom/sts2-undo-mod/blob/main/Sts2UndoModCode/Ui/UndoButtonUi.cs,3,1
/ing-gom/sts2-undo-mod/blob/main/Sts2UndoMod-v0.0.11-beta.zip,2,2
/ing-gom/sts2-undo-mod/commit/a0d458218ce5cb9d070c53a58dd3d1b597beece5,2,2
/ing-gom/sts2-undo-mod/releases/tag/v0.0.12,2,2
