url_path,views_total,views_unique
/ing-gom/sts2-card-advisor,89,50
/ing-gom/sts2-card-advisor/releases,21,9
/ing-gom/sts2-card-advisor/blob/main/README.ko.md,16,12
/ing-gom/sts2-card-advisor/releases/tag/v1.15.4,13,8
/ing-gom/sts2-card-advisor/releases/tag/v1.14.1,8,6
/ing-gom/sts2-card-advisor/issues,5,4
/ing-gom/sts2-card-advisor/issues/2,2,2
/ing-gom/sts2-card-advisor/projects,2,2
/ing-gom/sts2-card-advisor/releases/tag/v1.15.1,2,2
/ing-gom/sts2-card-advisor/blob/main/spa/data/dashboard.json,2,1
