url_path,views_total,views_unique
/ing-gom/sts2-card-advisor,62,36
/ing-gom/sts2-card-advisor/releases/tag/v1.15.4,16,10
/ing-gom/sts2-card-advisor/releases,16,7
/ing-gom/sts2-card-advisor/blob/main/README.ko.md,13,9
/ing-gom/sts2-card-advisor/issues,7,5
/ing-gom/sts2-card-advisor/issues/2,3,3
/ing-gom/sts2-card-advisor/commit/2e5b6a0ffedb593605e8b8d6a07fc014b09902a2,2,2
/ing-gom/sts2-card-advisor/blob/main/spa/data/dashboard.json,2,1
/ing-gom/sts2-card-advisor/blob/main/README.zh.md,1,1
/ing-gom/sts2-card-advisor/blob/main/index.html,1,1
