time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-06 00:00:00+00:00,1,1,0,0
2026-09-07 00:00:00+00:00,0,0,5,2
2026-09-08 00:00:00+00:00,4,3,9,3
2026-09-09 00:00:00+00:00,1,1,8,4
2026-09-10 00:00:00+00:00,3,3,7,4
2026-09-11 00:00:00+00:00,0,0,7,3
2026-09-12 00:00:00+00:00,2,2,11,3
2026-09-13 00:00:00+00:00,2,2,22,5
2026-09-14 00:00:00+00:00,1,1,10,4
2026-09-15 00:00:00+00:00,2,2,3,1
2026-09-16 00:00:00+00:00,1,1,10,5
2026-09-17 00:00:00+00:00,1,1,3,2
2026-09-18 00:00:00+00:00,0,0,5,3
2026-09-19 00:00:00+00:00,0,0,3,2
