url_path,views_total,views_unique
/ing-gom/sts2-card-advisor,63,35
/ing-gom/sts2-card-advisor/blob/main/README.ko.md,15,9
/ing-gom/sts2-card-advisor/releases,10,4
/ing-gom/sts2-card-advisor/releases/tag/v1.15.4,6,6
/ing-gom/sts2-card-advisor/issues,6,5
/ing-gom/sts2-card-advisor/issues/2,5,4
/ing-gom/sts2-card-advisor/commit/2e5b6a0ffedb593605e8b8d6a07fc014b09902a2,2,2
/ing-gom/sts2-card-advisor/commit/89075fe13ce98f74f250d7b6dcc0f581bab1b905,2,1
/ing-gom/sts2-card-advisor/stargazers,2,1
/ing-gom/sts2-card-advisor/commits,1,1
