url_path,views_total,views_unique
/ing-gom/sts2-card-advisor,49,31
/ing-gom/sts2-card-advisor/blob/main/README.ko.md,13,7
/ing-gom/sts2-card-advisor/releases/tag/v1.15.4,5,5
/ing-gom/sts2-card-advisor/issues,4,3
/ing-gom/sts2-card-advisor/issues/2,3,2
/ing-gom/sts2-card-advisor/releases,3,2
/ing-gom/sts2-card-advisor/tree/main/spa,3,2
/ing-gom/sts2-card-advisor/blob/main/README.zh.md,2,2
/ing-gom/sts2-card-advisor/commit/89075fe13ce98f74f250d7b6dcc0f581bab1b905,2,1
/ing-gom/sts2-card-advisor/stargazers,2,1
