time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-13 00:00:00+00:00,1,1,7,4
2026-06-14 00:00:00+00:00,0,0,6,3
2026-06-15 00:00:00+00:00,0,0,11,3
2026-06-16 00:00:00+00:00,1,1,7,4
2026-06-17 00:00:00+00:00,0,0,1,1
2026-06-18 00:00:00+00:00,1,1,2,2
2026-06-19 00:00:00+00:00,15,11,5,2
2026-06-20 00:00:00+00:00,18,6,18,5
2026-06-21 00:00:00+00:00,18,6,0,0
2026-06-22 00:00:00+00:00,131,12,2,2
2026-06-23 00:00:00+00:00,1,1,2,2
2026-06-24 00:00:00+00:00,1,1,1,1
2026-06-25 00:00:00+00:00,0,0,8,2
2026-06-26 00:00:00+00:00,1,1,0,0
