url_path,views_total,views_unique
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.zh.md,15,14
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.en.md,13,11
/ing-gom/sts2-relic-forge,10,2
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.ko.md,9,5
/ing-gom/sts2-relic-forge/blob/main/CURSES.zh.md,4,3
/ing-gom/sts2-relic-forge/blob/main/prefix_dashboard.html,3,3
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.md,3,2
/ing-gom/sts2-relic-forge/blob/main/CURSES.en.md,2,2
/ing-gom/sts2-relic-forge/blob/main/CURSES.ko.md,1,1
/ing-gom/sts2-relic-forge/blob/main/README.ko.md,1,1
