url_path,views_total,views_unique
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.zh.md,17,16
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.en.md,14,13
/ing-gom/sts2-relic-forge,11,7
/ing-gom/sts2-relic-forge/blob/main/prefix_dashboard.html,8,7
/ing-gom/sts2-relic-forge/blob/main/CURSES.zh.md,6,6
/ing-gom/sts2-relic-forge/tree/main,5,2
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.md,3,2
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.ko.md,2,1
/ing-gom/sts2-relic-forge/actions/runs/29010146129,1,1
/ing-gom/sts2-relic-forge/blame/main/prefix_dashboard.html,1,1
