url_path,views_total,views_unique
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.zh.md,12,12
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.en.md,12,11
/ing-gom/sts2-relic-forge,10,6
/ing-gom/sts2-relic-forge/blob/main/CURSES.zh.md,6,6
/ing-gom/sts2-relic-forge/blob/main/prefix_dashboard.html,6,5
/ing-gom/sts2-relic-forge/blob/main/PREFIXES.md,3,2
/ing-gom/sts2-relic-forge/tree/main,3,1
/ing-gom/sts2-relic-forge/actions/runs/29010146129,1,1
/ing-gom/sts2-relic-forge/blame/main/prefix_dashboard.html,1,1
/ing-gom/sts2-relic-forge/blob/main/CURSES.en.md,1,1
