referrer,views_total,views_unique
Google,21,20
steamcommunity.com,13,9
chatgpt.com,6,1
Bing,5,4
nexusmods.com,3,3
DuckDuckGo,1,1
gall.dcinside.com,1,1
search.brave.com,1,1
yandex.ru,1,1
