referrer,views_total,views_unique
Google,43,35
steamcommunity.com,18,10
nexusmods.com,7,4
DuckDuckGo,2,2
Bing,1,1
gall.dcinside.com,1,1
github.com,1,1
m.dcinside.com,1,1
