time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-17 00:00:00+00:00,4,1,8,2
2026-06-18 00:00:00+00:00,1,1,3,2
2026-06-19 00:00:00+00:00,33,16,15,6
2026-06-20 00:00:00+00:00,183,19,13,7
2026-06-21 00:00:00+00:00,1,1,7,5
2026-06-22 00:00:00+00:00,0,0,5,4
2026-06-23 00:00:00+00:00,2,2,16,8
2026-06-24 00:00:00+00:00,2,2,5,4
2026-06-25 00:00:00+00:00,1,1,8,5
2026-06-26 00:00:00+00:00,0,0,5,3
2026-06-27 00:00:00+00:00,0,0,11,7
2026-06-28 00:00:00+00:00,0,0,9,5
2026-06-29 00:00:00+00:00,1,1,6,4
2026-06-30 00:00:00+00:00,23,14,5,5
