referrer,views_total,views_unique
Google,23,22
steamcommunity.com,15,11
chatgpt.com,6,1
Bing,5,4
nexusmods.com,3,3
search.brave.com,2,2
DuckDuckGo,1,1
gall.dcinside.com,1,1
yandex.ru,1,1
