referrer,views_total,views_unique
Google,20,19
steamcommunity.com,16,9
chatgpt.com,6,1
Bing,4,3
gall.dcinside.com,2,2
DuckDuckGo,1,1
nexusmods.com,1,1
yandex.ru,1,1
