time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,1,1,13,7
2026-08-27 00:00:00+00:00,1,1,20,11
2026-08-28 00:00:00+00:00,5,4,19,8
2026-08-29 00:00:00+00:00,0,0,7,6
2026-08-30 00:00:00+00:00,0,0,6,4
2026-08-31 00:00:00+00:00,0,0,4,3
2026-09-01 00:00:00+00:00,2,2,5,4
2026-09-02 00:00:00+00:00,2,2,13,7
2026-09-03 00:00:00+00:00,0,0,8,5
2026-09-04 00:00:00+00:00,0,0,2,2
2026-09-05 00:00:00+00:00,4,4,7,4
2026-09-06 00:00:00+00:00,1,1,4,4
2026-09-07 00:00:00+00:00,0,0,8,3
2026-09-08 00:00:00+00:00,0,0,7,5
