referrer,views_total,views_unique
Google,21,14
steamcommunity.com,16,9
chatgpt.com,6,1
Bing,5,4
m.dcinside.com,2,1
DuckDuckGo,1,1
gall.dcinside.com,1,1
search.brave.com,1,1
yandex.ru,1,1
