url_path,views_total,views_unique
/ing-gom/sts2-combat-ai,18,3
/ing-gom/sts2-combat-ai/graphs/traffic,8,1
/ing-gom/sts2-combat-ai/pulse,7,1
/ing-gom/sts2-combat-ai/pull/18,1,1
/ing-gom/sts2-combat-ai/pull/74,1,1
/ing-gom/sts2-combat-ai/pull/75,1,1
/ing-gom/sts2-combat-ai/pull/76,1,1
/ing-gom/sts2-combat-ai/pull/77,1,1
/ing-gom/sts2-combat-ai/pull/78,1,1
/ing-gom/sts2-combat-ai/pull/79,1,1
